'ayé|'ajé
ojúkojú|od͡ʒúkod͡ʒú
ojúkòkòrò|od͡ʒúkòkòrò
ojúkójú|od͡ʒúkód͡ʒú
ojúlé|od͡ʒúlé
ojúlówó|od͡ʒúlówó
ojúlùmọ̀|od͡ʒúlùmɔ̀
ojúmọ́|od͡ʒúmɔ́
ojúmọ́’|od͡ʒúmɔ́’
ojúran|od͡ʒúran
ojúrere|od͡ʒúrere
ojúràn|od͡ʒúràn
ojúsàájú|od͡ʒúsàád͡ʒú
ojútikú|od͡ʒútikú
ojúṣe|od͡ʒúʃe
ojọ́|od͡ʒɔ́
okanri|okanri
oko|oko
oko’|oko’
okùn|okùn
okùnfà|okùnfà
okùnrin|okùnrĩ
olifi|olifi
olimpa|olimk͡pa
olorin|olorĩ
olorì|olorì
olámìdé|olámìdé
olè|olè
olódi|olódi
olódodo|olódodo
olódùmarè|olódùmarè
olódùmarè’|olódùmarè’
olódùmárè|olódùmárè
olófòófó|olófòófó
ológbe|olóɡ͡be
ológbò|olóɡ͡bò
ológo|olóɡo
ológoṣẹ́|olóɡoʃɛ́
ológun|olóɡũ
ológì|olóɡì
olóhùn|olóhùn
olójú|olód͡ʒú
olójúkòkòrò|olód͡ʒúkòkòrò
olójúméje|olód͡ʒúméd͡ʒe
olóko|olóko
olókè|olókè
olókìkí|olókìkí
olókùn|olókùn
olókùnkùn|olókùnkùn
olólùfẹ́|olólùfɛ́
olómi|olómi
olómìnira|olómìnira
olónìí|olónìí
olóore|olóore
olóorun|olóorũ
olópàá|olók͡pàá
olópò|olók͡pò
olórin|olórĩ
olórogún|olóroɡún
olórun|olórũ
olórí|olórí
olóró|olóró
olórúkọ|olórúkɔ
olówó|olówó
olówùú|olówùú
olóye|olóje
olóyè|olójè
olóyì|olójì
olóyún|olójún
olóògbé|olóòɡ͡bé
olóòtítọ́|olóòtítɔ́
olóòórùn|olóòórùn
olóòótọ́|olóòótɔ́
olóńgbò|olóńɡ͡bò
olóṣèlúu|olóʃèlúu
olùbojútó|olùbod͡ʒútó
olùbádámọ̀ràn|olùbádámɔ̀ràn
olùbáṣiṣẹ́|olùbáʃiʃɛ́
olùbùkún|olùbùkún
olùdarí|olùdarí
olùdáláre|olùdáláre
olùdámọ̀ràn|olùdámɔ̀ràn
olùdánwò|olùdánwò
olùdáǹdè|olùdáǹdè
olùdíje|olùdíd͡ʒe
olùfihàn|olùfihàn
olùfisùn|olùfisùn
olùfẹ́|olùfɛ́
olùfọkànsìn|olùfɔkànsìn
olùgbàlà|olùɡ͡bàlà
olùgbé|olùɡ͡bé
olùgbẹ̀san|olùɡ͡bɛ̀san
olùgbọ́|olùɡ͡bɔ́
olùgbọ́ran|olùɡ͡bɔ́ran
olùkórè|olùkórè
olùkọrin|olùkɔrĩ
olùkọsílẹ̀|olùkɔsílɛ̀
olùkọ́|olùkɔ́
olùkọ́ni|olùkɔ́ni
olùkọ́ọ|olùkɔ́ɔ
olùkọ́’|olùkɔ́’
olùmọ̀|olùmɔ̀
olùparun|olùk͡parũ
olùpilẹ̀ṣẹ̀|olùk͡pilɛ̀ʃɛ̀
olùpíngún|olùk͡pínɡún
olùpọ́njú|olùk͡pɔ́nd͡ʒú
olùrànlọ́wọ́|olùrànlɔ́wɔ́
olùrẹ́run|olùrɛ́rũ
olùsìn|olùsìn
olùsójú|olùsód͡ʒú
olùtùnú|olùtùnú
olùtọ́jú|olùtɔ́d͡ʒú
olùwa|olùwa
olùwòran|olùwòran
olùyàwòrán|olùjàwòrán
olùṣe|olùʃe
olùṣẹ̀san|olùʃɛ̀san
olùṣọ|olùʃɔ
olùṣọ́|olùʃɔ́
olùṣọ́gbà|olùʃɔ́ɡ͡bà
olùṣọ́gbá|olùʃɔ́ɡ͡bá
olùṣọ́nà|olùʃɔ́nà
olú|olú
olúborí|olúborí
olúkúlùkù|olúkúlùkù
olúmòye|olúmòje
olúmóyè|olúmójè
olúwa|olúwa
olúwatóbilọ́ba|olúwatóbilɔ́ba
olúwa’|olúwa’
olúwọlé|olúwɔlé
olọ́dọ̀|olɔ́dɔ̀
olọ́jọ́|olɔ́d͡ʒɔ́
omega|omeɡa
omeri|omeri
omi|omi
omijé|omid͡ʒé
omri|omri
omìmì|omìmì
omí|omí
omíró|omíró
omọ|omɔ
onani|onani
onesimu|onesimu
ono|ono
oní|oní
oníbàárà|oníbàárà
oníbárà|oníbárà
oníbèérè|oníbèérè
oníbùú|oníbùú
onídàájọ́|onídàád͡ʒɔ́
onídàájọ́’|onídàád͡ʒɔ́’
onídán|onídán
onídùúró|onídùúró
onígboyà|oníɡ͡bojà
onígbàgbọ́|oníɡ͡bàɡ͡bɔ́
onígbá|oníɡ͡bá
onígbèéraga|oníɡ͡bèéraɡa
onígbọ̀wọ́|oníɡ͡bɔ̀wɔ́
onígèlè|oníɡèlè
oníjà|oníd͡ʒà
oníjàgídíjàgan|oníd͡ʒàɡídíd͡ʒàɡan
oníjàngbàn|oníd͡ʒànɡ͡bàn
oníkálùkù|oníkálùkù
oníkúpani|oníkúk͡pani
oníkẹ̀kẹ́|oníkɛ̀kɛ́
onílà|onílà
onílàjà|onílàd͡ʒà
onílúlùkù|onílúlùkù
onílẹ̀|onílɛ̀
onílọ̀ra|onílɔ̀ra
onímájèlé|onímád͡ʒèlé
onímú|onímú
onímọ̀|onímɔ̀
onínú|onínú
onínúdídùn|onínúdídùn
onínúnibíni|onínúnibíni
onínúrere|onínúrere
onínútútù|onínútútù
onípàṣípàrọ̀|oník͡pàʃík͡pàrɔ̀
onípò|oník͡pò
onírin|onírĩ
onírun|onírũ
oníràwọ̀|oníràwɔ̀
oníròbìnújẹ́|oníròbìnúd͡ʒɛ́
onírúurú|onírúurú
onírẹsì|onírɛsì
onírẹ̀lẹ̀|onírɛ̀lɛ̀
onírọ́|onírɔ́
onísun|onísũ
onísòwò|onísòwò
onísùúrù|onísùúrù
onísọkúsọ|onísɔkúsɔ
onítara|onítara
onítótòtó|onítótòtó
onítúbú|onítúbú
onítẹ̀bọmi|onítɛ̀bɔmi
onítẹ̀lọ́rùn|onítɛ̀lɔ́rùn
onítọ̀hún|onítɔ̀hún
oníwà|oníwà
oníwàtítọ́|oníwàtítɔ́
oníwàásù|oníwàásù
oníye|oníje
oníyebíye|oníjebíje
oníyèméjì|oníjèméd͡ʒì
oníyọnu|oníjɔ̃u
oníyọ̀|oníjɔ̀
oníṣe|oníʃe
oníṣègùn|oníʃèɡùn
oníṣòwò|oníʃòwò
oníṣẹ̀|oníʃɛ̀
oníṣẹ́|oníʃɛ́
oníṣọ̀nà|oníʃɔ̀nà
oní’bèérè|oní’bèérè
ooju|ood͡ʒu
ooo|ooo
oore|oore
ooru|ooru
opó|ok͡pó
ore|ore
orebu|orebu
orin|orĩ
orogún|oroɡún
orun|orũ
orìṣà|orìʃà
orí|orí
orígun|oríɡũ
oríi|oríi
oríire|oríire
oríireè|oríireè
oríkèé|oríkèé
oríkì|oríkì
orílè|orílè
orílẹ̀|orílɛ̀
orísirísi|orísirísi
orísun|orísũ
orísìí|orísìí
orísìírísìí|orísìírísìí
oríta|oríta
oríṣi|oríʃi
oríṣiríṣi|oríʃiríʃi
oríṣìí|oríʃìí
oríṣìíríṣìí|oríʃìíríʃìí
orò|orò
oró|oró
orógbó|oróɡ͡bó
orúkọ|orúkɔ
orúnkún|orúnkún
oshòdì|oshòdì
osù|osù
osùn|osùn
otnieli|otnieli
otí|otí
owó|owó
owólabí|owólabí
owú|owú
oyin|ojĩ
oyè|ojè
oyìí|ojìí
oyín|ojín
oyíndà|ojíndà
oyún|ojún
oò|oò
oòduà|oòduà
oògùn|oòɡùn
oònì|oònì
oòrùn|oòrùn
oódo|oódo
oókan|oókan
oówo|oówo
oùn|oùn
oúnjẹ|oúnd͡ʒɛ
oǹdó|oǹdó
oṣhòdì|oʃhòdì
oṣooṣù|oʃooʃù
oṣó|oʃó
oṣù|oʃù
padani|k͡padani
padà|k͡padà
padé|k͡padé
pafosi|k͡pafosi
pagbo|k͡paɡ͡bo
pagieli|k͡paɡieli
pajẹ|k͡pad͡ʒɛ
pakà|k͡pakà
palali|k͡palali
pallu|k͡pallu
paltieli|k͡paltieli
paláradà|k͡paláradà
paláṣẹ|k͡paláʃɛ
palẹ̀|k͡palɛ̀
palẹ̀mọ́|k͡palɛ̀mɔ́
palọ́lọ́|k͡palɔ́lɔ́
pamfilia|k͡pamfilia
pami|k͡pami
pamílẹ́rin|k͡pamílɛ́rĩ
pamọ́|k͡pamɔ́
paná|k͡paná
panṣágà|k͡panʃáɡà
panṣágàọ̀kánjúwà|k͡panʃáɡàɔ̀kánd͡ʒúwà
panṣágà’|k͡panʃáɡà’
papọ̀|k͡pak͡pɔ̀
paradà|k͡paradà
paraku|k͡paraku
paramọ́lẹ̀|k͡paramɔ́lɛ̀
parani|k͡parani
parapọ̀|k͡parak͡pɔ̀
pargamu|k͡parɡamu
parimena|k͡parimena
parnaki|k͡parnaki
paroṣi|k͡paroʃi
parun|k͡parũ
parí|k͡parí
parẹ́|k͡parɛ́
parọ́|k͡parɔ́
parọ́rọ́|k͡parɔ́rɔ́
pasaki|k͡pasaki
pasea|k͡pasea
patara|k͡patara
patmo|k͡patmo
patroba|k͡patroba
paturosi|k͡paturosi
patí|k͡patí
paulu|k͡paulu
paulusi|k͡paulusi
paulu”|k͡paulu”
payá|k͡pajá
payínkeke|k͡pajínkeke
paá|k͡paá
pe|k͡pe
peali|k͡peali
pedaheli|k͡pedaheli
pedaiah|k͡pedaiah
pedasuri|k͡pedasuri
pegedé|k͡peɡedé
peka|k͡peka
pekahiah|k͡pekahiah
pekodi|k͡pekodi
pelegi|k͡peleɡi
peleti|k͡peleti
peloni|k͡peloni
peléke|k͡peléke
peni|k͡peni
pentikosti|k͡pentikosti
penueli|k͡penueli
peori|k͡peori
peresi|k͡peresi
perga|k͡perɡa
perli|k͡perli
persi|k͡persi
persia|k͡persia
petahiah|k͡petahiah
peteru|k͡peteru
peteru”|k͡peteru”
petori|k͡petori
pi|k͡pi
pilatu|k͡pilatu
pileeni|k͡pileeni
pileseri|k͡pileseri
pinpin|k͡pĩk͡pĩ
pinu|k͡pĩu
piramu|k͡piramu
piratoni|k͡piratoni
pirusi|k͡pirusi
pisidia|k͡pisidia
po|k͡po
pohùnréré|k͡pohùnréré
pokúlúrúmuṣu|k͡pokúlúrúmuʃu
polongo|k͡polonɡo
polukisu|k͡polukisu
polówó|k͡polówó
polúkúrúmuṣu|k͡polúkúrúmuʃu
pomegiranate|k͡pomeɡiranate
poníṣègùn|k͡poníʃèɡùn
poplari|k͡pok͡plari
potifari|k͡potifari
potifẹra|k͡potifɛra
pretoriomu|k͡pretoriomu
priskilla|k͡priskilla
prokoru|k͡prokoru
pubiliu|k͡pubiliu
pudeni|k͡pudeni
pufa|k͡pufa
punoni|k͡pũoni
pupa|k͡puk͡pa
purimu|k͡purimu
purọ́|k͡purɔ́
puteoli|k͡puteoli
puti|k͡puti
pàdánù|k͡pàdánù
pàdé|k͡pàdé
pàgọ́|k͡pàɡɔ́
pàkòpàkò|k͡pàkòk͡pàkò
pàlàpálá|k͡pàlàk͡pálá
pànìyàn|k͡pànìjàn
pàpà|k͡pàk͡pà
pàrọ̀|k͡pàrɔ̀
pàtàkì|k͡pàtàkì
pàtàkí|k͡pàtàkí
pàtẹ́wọ́|k͡pàtɛ́wɔ́
pààlà|k͡pààlà
pààrọ̀|k͡pààrɔ̀
pààyàn|k͡pààjàn
pàápàá|k͡pàák͡pàá
pàǹtí|k͡pàǹtí
pàṣán|k͡pàʃán
pàṣípàrọ̀|k͡pàʃík͡pàrɔ̀
pàṣẹ|k͡pàʃɛ
pà’nìyàn|k͡pà’nìjàn
pá|k͡pá
páa|k͡páa
pákó|k͡pákó
pángolo|k͡pánɡolo
pápá|k͡pák͡pá
párá|k͡párá
pátá|k͡pátá
pátákò|k͡pátákò
pátákó|k͡pátákó
pátápátá|k͡páták͡pátá
páyà|k͡pájà
páànù|k͡páànù
pè|k͡pè
pèsè|k͡pèsè
pète|k͡pète
pèé|k͡pèé
pè’run|k͡pè’rũ
pé|k͡pé
péeruku|k͡péeruku
péjú|k͡péd͡ʒú
péjọ|k͡péd͡ʒɔ
péjọpọ̀|k͡péd͡ʒɔk͡pɔ̀
pélébé|k͡pélébé
pépé|k͡pék͡pé
péré|k͡péré
péèmi|k͡péèmi
pìrìgìdì|k͡pìrìɡìdì
pìtàn|k͡pìtàn
pín|k͡pín
pínpín|k͡pínk͡pín
pínyà|k͡pínjà
pípa|k͡pík͡pa
pípadà|k͡pík͡padà
píparun|k͡pík͡parũ
píparẹ́|k͡pík͡parɛ́
pípe|k͡pík͡pe
pípàṣẹ|k͡pík͡pàʃɛ
pípá|k͡pík͡pá
pípèsè|k͡pík͡pèsè
pípé|k͡pík͡pé
pípẹ́|k͡pík͡pɛ́
pípọ́n|k͡pík͡pɔ́n
pò|k͡pò
pòjù|k͡pòd͡ʒù
pòkìkí|k͡pòkìkí
pòruurù|k͡pòruurù
pòwe|k͡pòwe
pòórá|k͡pòórá
pòǹgbẹ|k͡pòǹɡ͡bɛ
pópó|k͡pók͡pó
pópóọlá|k͡pók͡póɔlá
pósí|k͡pósí
póun|k͡póũ
púpò|k͡púk͡pò
púpọ̀|k͡púk͡pɔ̀
púpọ̀púpọ̀|k͡púk͡pɔ̀k͡púk͡pɔ̀
púpọ́|k͡púk͡pɔ́
pẹja|k͡pɛd͡ʒa
pẹrẹsẹ|k͡pɛrɛsɛ
pẹ̀gàn|k͡pɛ̀ɡàn
pẹ̀ka|k͡pɛ̀ka
pẹ̀lú|k͡pɛ̀lú
pẹ̀lúmi|k͡pɛ̀lúmi
pẹ̀lúpẹ̀lú|k͡pɛ̀lúk͡pɛ̀lú
pẹ̀lú’|k͡pɛ̀lú’
pẹ̀lú”|k͡pɛ̀lú”
pẹ̀lẹ́|k͡pɛ̀lɛ́
pẹ̀lẹ́pẹ̀lẹ́|k͡pɛ̀lɛ́k͡pɛ̀lɛ́
pẹ̀tù|k͡pɛ̀tù
pẹ̀tẹ̀pẹ́tẹ̀|k͡pɛ̀tɛ̀k͡pɛ́tɛ̀
pẹ̀tẹ́lẹ̀|k͡pɛ̀tɛ́lɛ̀
pẹ̀yìndà|k͡pɛ̀jìndà
pẹ́|k͡pɛ́
pẹ́ja|k͡pɛ́d͡ʒa
pẹ́kípẹ́kí|k͡pɛ́kík͡pɛ́kí
pẹ́pẹ́|k͡pɛ́k͡pɛ́
pẹ́pẹ́yẹ|k͡pɛ́k͡pɛ́jɛ
pẹ́rẹpẹ̀rẹ|k͡pɛ́rɛk͡pɛ̀rɛ
pẹẹrẹ|k͡pɛɛrɛ
pọ|k͡pɔ
pọntiu|k͡pɔ̃tiu
pọntu|k͡pɔ̃tu
pọtí|k͡pɔtí
pọ̀|k͡pɔ̀
pọ̀jù|k͡pɔ̀d͡ʒù
pọ̀n|k͡pɔ̀n
pọ́n|k͡pɔ́n
pọ́ọ̀lù|k͡pɔ́ɔ̀lù
p’abírì|k͡p’abírì
p’abírí|k͡p’abírí
p’ọmi|k͡p’ɔmi
p’ọmọ|k͡p’ɔmɔ
rabba|rabba
rabbi|rabbi
rabboni|rabboni
rafa|rafa
rahabu|rahabu
rahamu|rahamu
rakeli|rakeli
rama|rama
ramesesi|ramesesi
ramoti|ramoti
ramu|ramu
ramúramù|ramúramù
ran|ran
ranjú|rand͡ʒú
ranni|ranni
rawọ́|rawɔ́
raàrẹ|raàrɛ
reaiah|reaiah
reba|reba
rebeka|rebeka
refaimu|refaimu
refani|refani
refidimu|refidimu
regiomu|reɡiomu
rehabiah|rehabiah
rehoboamu|rehoboamu
rehobu|rehobu
rehumu|rehumu
rejú|red͡ʒú
rekabu|rekabu
rekemu|rekemu
remaliah|remaliah
rere|rere
rere’|rere’
resa|resa
resini|resĩi
retí|retí
reu|reu
reubeni|reubeni
reueli|reueli
reṣefu|reʃefu
ribai|ribai
ribiribi|ribiribi
ribla|ribla
rimoni|rimoni
rin|rĩ
rinlẹ̀|rĩlɛ̀
rispa|risk͡pa
ri’ra|ri’ra
roda|roda
rodo|rodo
rodu|rodu
rogeli|roɡeli
rogelimu|roɡelimu
roi|roi
rojọ́|rod͡ʒɔ́
rokoṣo|rokoʃo
rokà|rokà
romu|romu
ronú|ronú
ronúpìwàdà|ronúk͡pìwàdà
ronúpìwàdà’|ronúk͡pìwàdà’
rora|rora
rorò|rorò
ro’kà|ro’kà
ru|ru
rudi|rudi
rufusi|rufusi
ruhama|ruhama
run|rũ
rungbẹ́|rũɡ͡bɛ́
rutu|rutu
rwanda|rwanda
rà|rà
ràbàtà|ràbàtà
ràgà|ràɡà
ràkunmí|ràkũmí
ràn|ràn
ràndànràndàn|ràndànràndàn
rànwú|rànwú
ràṣídì|ràʃídì
rádaràda|rádaràda
rájí|rád͡ʒí
rákò|rákò
rán|rán
ránsẹ́|ránsɛ́
rántí|rántí
ránṣẹ́|ránʃɛ́
rárá|rárá
ráyè|rájè
ráàyè|ráàjè
rè|rè
rèé|rèé
ré|ré
rékọjá|rékɔd͡ʒá
réré|réré
réré’|réré’
rì|rì
rìkíṣí|rìkíʃí
rìn|rìn
rìnde|rìnde
rìnriǹ|rìnrĩ̀
rìnrìn|rìnrìn
rìn’|rìn’
rìn’de|rìn’de
rí|rí
rídìí|rídìí
ríi|ríi
rín|rín
rínrín|rínrín
ríra|ríra
ríran|ríran
ríre|ríre
ríru|ríru
rírun|rírũ
rírà|rírà
rírán|rírán
rírántí|rírántí
rírì|rírì
rírìn|rírìn
rírò|rírò
rírù|rírù
rírùn|rírùn
rírú|rírú
rírúbọ|rírúbɔ
rírẹ́|rírɛ́
rírọ|rírɔ
rírọ̀|rírɔ̀
ríṣẹ́|ríʃɛ́
rí’|rí’
rí’ṣẹ́|rí’ʃɛ́
rò|rò
rògbòdìyàn|ròɡ͡bòdìjàn
ròhìn|ròhìn
ròyìn|ròjìn
ró|ró
róbótó|róbótó
rówó|rówó
rù|rù
rùn|rùn
rú|rú
rúbọ|rúbɔ
rúdurùdu|rúdurùdu
rúdí|rúdí
rúkèrúdò|rúkèrúdò
rún|rún
rúwé|rúwé
rẹ|rɛ
rẹlẹ̀|rɛlɛ̀
rẹpẹtẹ|rɛk͡pɛtɛ
rẹra|rɛra
rẹrẹ|rɛrɛ
rẹwà|rɛwà
rẹ̀|rɛ̀
rẹ̀bi|rɛ̀bi
rẹ̀dẹ̀rẹ̀dẹ̀|rɛ̀dɛ̀rɛ̀dɛ̀
rẹ̀wẹ̀sì|rɛ̀wɛ̀sì
rẹ̀yìn|rɛ̀jìn
rẹ̀ó|rɛ̀ó
rẹ̀ṣùgbọ́n|rɛ̀ʃùɡ͡bɔ́n
rẹ̀ẹ́|rɛ̀ɛ́
rẹ̀’|rɛ̀’
rẹ́|rɛ́
rẹ́dẹ́rẹ́dẹ́|rɛ́dɛ́rɛ́dɛ́
rẹ́rin|rɛ́rĩ
rẹ́run|rɛ́rũ
rẹ́rìn|rɛ́rìn
rẹ́rìín|rɛ́rìín
rẹ́yìn|rɛ́jìn
rẹ’|rɛ’
rọbí|rɔbí
rọkọ|rɔkɔ
rọlẹ̀|rɔlɛ̀
rọrùn|rɔrùn
rọ̀|rɔ̀
rọ̀gbà|rɔ̀ɡ͡bà
rọ̀gbọ̀kú|rɔ̀ɡ͡bɔ̀kú
rọ̀gún|rɔ̀ɡún
rọ̀jò|rɔ̀d͡ʒò
rọ̀ọ́|rɔ̀ɔ́
rọ́|rɔ́
rọ́jú|rɔ́d͡ʒú
rọ́pò|rɔ́k͡pò
rọ́rọ́|rɔ́rɔ́
r’oko|r’oko
r’ógun|r’óɡũ
r’órí|r’órí
s'ọ́jà|s'ɔ́d͡ʒà
sa|sa
saamu|saamu
saananimu|saananimu
sabadi|sabadi
sabakitani|sabakitani
sadoku|sadoku
sadusi|sadusi
safire|safire
safironi|safironi
safiru|safiru
safu|safu
sahaduta|sahaduta
sahẹndiri|sahɛ̃diri
saipurọsi|saik͡purɔsi
sakeu|sakeu
sakkuri|sakkuri
salafi|salafi
salami|salami
saleka|saleka
salimu|salimu
salma|salma
salmona|salmona
salmoni|salmoni
salmunna|salmũna
salome|salome
salẹmu|salɛmu
samaria|samaria
samla|samla
samosi|samosi
samotrakea|samotrakea
samsoni|samsoni
samuẹli|samuɛli
san|san
sanballati|sanballati
sanjọ́|sand͡ʒɔ́
sanoa|sanoa
sanra|sanra
sanwó|sanwó
sara|sara
sarai|sarai
sardi|sardi
sarefati|sarefati
saretani|saretani
saridi|saridi
saulu|saulu
sealoti|sealoti
seba|seba
sebadiah|sebadiah
sebede|sebede
sebi|sebi
seboimu|seboimu
sebuluni|sebulũi
sedeki|sedeki
sedekiah|sedekiah
sefaniah|sefaniah
sefaredi|sefaredi
sefarfaimi|sefarfaimi
sefari|sefari
sefoni|sefoni
segiu|seɡiu
segubu|seɡubu
seiri|seiri
sekariah|sekariah
sekundu|sekũdu
sela|sela
seledi|seledi
seleusia|seleusia
selofehadi|selofehadi
semaraimu|semaraimu
semari|semari
senaa|senaa
senasi|senasi
sennakeribu|sennakeribu
sera|sera
serah|serah
seraiah|seraiah
sereda|sereda
seredi|seredi
sereṣi|sereʃi
serua|serua
serubbabeli|serubbabeli
serugu|seruɡu
seruiah|seruiah
setamu|setamu
seti|seti
seusi|seusi
shèyí|shèjí
shíttù|shíttù
sibekai|sibekai
sibeoni|sibeoni
sibma|sibma
sibraimu|sibraimu
siddimu|siddimu
sidoni|sidoni
siene|siene
sifi|sifi
sihoni|sihoni
sikamine|sikamĩe
sikamore|sikamore
sikari|sikari
siklagi|siklaɡi
sikri|sikri
sikẹfa|sikɛfa
sila|sila
siletai|siletai
silfanu|silfanu
silihi|silihi
silipa|silik͡pa
siloamu|siloamu
simeoni|simeoni
simi|simi
similólúwa|similólúwa
simisọ́lá|simisɔ́lá
simoni|simoni
simri|simri
simí|simí
sin|sĩ
sinagọgu|sĩaɡɔɡu
sinah|sĩah
sinai|sĩai
sini|sĩi
sinmi|sĩmi
sintike|sĩtike
sinu|sĩu
sioni|sioni
sipai|sik͡pai
sippori|sik͡pk͡pori
sirakusi|sirakusi
siro|siro
sisera|sisera
sisí|sisí
si’lé|si’lé
skitia|skitia
slessor|slessor
smirna|smirna
snap|snak͡p
so|so
soari|soari
soba|soba
sobaki|sobaki
sodomu|sodomu
sofari|sofari
sohari|sohari
soko|soko
solomoni|solomoni
sopateru|sok͡pateru
sora|sora
sorati|sorati
soreki|soreki
sosipateru|sosik͡pateru
sostene|sostene
spania|sk͡pania
staki|staki
stefana|stefana
stefanu|stefanu
stoiki|stoiki
suari|suari
sukkoti|sukkoti
sulfuru|sulfuru
sun|sũ
sunwọ̀n|sũwɔ̀n
suri|suri
suriṣaddai|suriʃaddai
surulere|surulere
susa|susa
susana|susana
susimu|susimu
suwọ̀n|suwɔ̀n
sàdáńkátà|sàdáńkátà
sàfúrátù|sàfúrátù
sàkánì|sàkánì
sàkání|sàkání
sàlàyé|sàlàjé
sàlámì|sàlámì
sàláwà|sàláwà
sàmì|sàmì
sàmù|sàmù
sàn|sàn
sànúsí|sànúsí
sàràkí|sàràkí
sàráà|sàráà
sàtakò|sàtakò
sàágámù|sàáɡámù
sàárè|sàárè
sàáré|sàáré
sá|sá
sába|sába
sábà|sábà
sábẹ́|sábɛ́
sáfẹ́jọ́|sáfɛ́d͡ʒɔ́
sákárà|sákárà
sákí|sákí
sálà|sálà
sálúbàtà|sálúbàtà
sálọ|sálɔ
sán|sán
sánmọ̀|sánmɔ̀
sápá|sák͡pá
sára|sára
sáré|sáré
sátidé|sátidé
sáwo|sáwo
sáyé|sájé
sáyídì|sájídì
sáyẹ́ǹsì|sájɛ́ǹsì
sáà|sáà
sáàgámù|sáàɡámù
sáàpá|sáàk͡pá
sáàrín|sáàrín
sáàárín|sáàárín
sáńsán|sáńsán
sè|sè
sé|sé
sébọ́|sébɔ́
séwu|séwu
sì|sì
sìlàmíyà|sìlàmíjà
sìn|sìn
sìnkú|sìnkú
sìnyí|sìnjí
sìn’|sìn’
sí|sí
síbi|síbi
síbikíbi|síbikíbi
síbí|síbí
síbẹ̀|síbɛ̀
síbẹ̀síbẹ̀|síbɛ̀síbɛ̀
síbẹ̀’|síbɛ̀’
síh|síh
síhà|síhà
síi|síi
síji|síd͡ʒi
síjú|síd͡ʒú
sílè|sílè
sílé|sílé
sílẹ̀|sílɛ̀
sílẹ̀ẹ́lẹ̀|sílɛ̀ɛ́lɛ̀
sílẹ̀’|sílɛ̀’
sílẹ́|sílɛ́
símbálì|símbálì
símisọ́lá|símisɔ́lá
sín|sín
sínsin|sínsĩ
sínu|sínu
sínwín|sínwín
sínígbà|síníɡ͡bà
sínú|sínú
sínúu'gbó|sínúu'ɡ͡bó
sípa|sík͡pa
sípò|sík͡pò
sírú|sírú
sísan|sísan
sísanra|sísanra
sísun|sísũ
sísá|sísá
sísán|sísán
sísáré|sísáré
sísè|sísè
sísùn|sísùn
sísún|sísún
sísọ|sísɔ
síta|síta
sítẹ́là|sítɛ́là
síwá|síwá
síwájú|síwád͡ʒú
síyìn|síjìn
síírí|síírí
sí’|sí’
sí’bi|sí’bi
sí’lẹ̀|sí’lɛ̀
sí’pò|sí’k͡pò
sòdì|sòdì
só|só
sóde|sóde
sódò|sódò
sójú|sód͡ʒú
sóko|sóko
sókè|sókè
sókè’|sókè’
sórí|sórí
sósì|sósì
sùlíyá|sùlíjá
sùn|sùn
sùwíìtì|sùwíìtì
sùúrù|sùúrù
sùúrùlérè|sùúrùlérè
sú|sú
súfe|súfe
sún|sún
súnkún|súnkún
súnkẹrẹ|súnkɛrɛ
súnmọ́|súnmɔ́
súre|súre
súré|súré
súu|súu
súyà|sújà
sẹ|sɛ
sẹlòmíràn|sɛlòmíràn
sẹlẹ̀|sɛlɛ̀
sẹ̀|sɛ̀
sẹ̀san|sɛ̀san
sẹ́|sɛ́
sẹ́gbẹ̀|sɛ́ɡ͡bɛ̀
sẹ́nu|sɛ́nu
sẹ́nìkan|sɛ́nìkan
sẹ́nígà|sɛ́níɡà
sẹ́yìn|sɛ́jìn
sọ|sɔ
sọdá|sɔdá
sọfà|sɔfà
sọjí|sɔd͡ʒí
sọkún|sɔkún
sọkún’|sɔkún’
sọlá|sɔlá
sọlẹ̀|sɔlɛ̀
sọni|sɔ̃i
sọnù|sɔ̃ù
sọnù’|sɔ̃ù’
sọtẹ́lẹ̀|sɔtɛ́lɛ̀
sọ̀|sɔ̀
sọ̀dí|sɔ̀dí
sọ̀kalẹ̀|sɔ̀kalɛ̀
sọ̀kò|sɔ̀kò
sọ̀rọ̀|sɔ̀rɔ̀
sọ̀rọ̀sọ̀rọ̀|sɔ̀rɔ̀sɔ̀rɔ̀
sọ́dọ̀|sɔ́dɔ̀
sọ́hùn|sɔ́hùn
sọ́kàn|sɔ́kàn
sọ́nà|sɔ́nà
sọ́rọ̀|sɔ́rɔ̀
sọ́tùn|sɔ́tùn
sọ́tọ̀|sɔ́tɔ̀
sọ́un|sɔ́ũ
sọ́wọ́|sɔ́wɔ́
sọ’|sɔ’
s’ayé|s’ajé
s’ohun|s’ohũ
s’olóògbé|s’olóòɡ͡bé
s’àmín|s’àmín
s’ágbèrè|s’áɡ͡bèrè
s’áré|s’áré
s’ásán|s’ásán
s’éjìgbò|s’éd͡ʒìɡ͡bò
s’ójú|s’ód͡ʒú
s’ójúu|s’ód͡ʒúu
s’órí|s’órí
s’ẹ́dẹ|s’ɛ́dɛ
s’ẹ́ni|s’ɛ́ni
s’ẹ́nikẹ́ni|s’ɛ́nikɛ́ni
s’ẹ́nu|s’ɛ́nu
s’ẹ́yìn|s’ɛ́jìn
s’ọmọ|s’ɔmɔ
