ሀ|hə
መረመር|mərəmər
መረማመጃ|mərəmaməd͡ʒa
መረምረው|mərəmɨrəw
መረምሩ|mərəmɨru
መረምር|mərəmɨr
መረቅ|mərəkʼ
መረብ|mərəb
መረዳታቸው|mərədatat͡ʃəw
መረዳት|mərədat
መረጃ|mərəd͡ʒa
መረጃው|mərəd͡ʒaw
መረጃዎች|mərəd͡ʒawot͡ʃ
መረጋገጡ|mərəɡaɡətʼu
መረጋጋቱ|mərəɡaɡatu
መረጋጋት|mərəɡaɡat
መረጠች|mərətʼət͡ʃ
መረጡ|mərətʼu
መረጡት|mərətʼut
መረጣ|mərətʼa
መረጣቸው|mərətʼat͡ʃəw
መሩ|məru
መሩት|mərut
መሪ|məri
መሪነቱ|mərinətu
መሪነት|mərinət
መሪዋ|məriwa
መሪው|məriw
መሪዎቹ|məriwot͡ʃu
መሪዎቻችን|məriwot͡ʃat͡ʃɨn
መሪዎች|məriwot͡ʃ
መሪያችን|mərijat͡ʃɨn
መሪጌታ|məriɡeta
መራ|məra
መራሁት|mərahut
መራል|məral
መራመ|məramə
መራመድ|məraməd
መራቸው|mərat͡ʃəw
መራው|məraw
መራዡ|məraʒu
መራዧ|məraʒʷa
መራጩ|mərat͡ʃʼu
መራጮች|mərat͡ʃʼot͡ʃ
መሬ|məre
መሬቱ|məretu
መሬታቸው|məretat͡ʃəw
መሬታችን|məretat͡ʃɨn
መሬት|məret
መሬቶ|məreto
መሬቶች|məretot͡ʃ
መሬቷ|məretʷa
መር|mər
መርሀ|mərɨhə
መርህ|mərɨh
መርሆ|mərɨho
መርሆዎች|mərɨhowot͡ʃ
መርማሪ|mərɨmari
መርሳት|mərɨsat
መርሻ|mərɨʃa
መርተው|mərɨtəw
መርናኸሪያ|mərɨnaxərija
መርከብ|mərɨkəb
መርከቦች|mərɨkəbot͡ʃ
መርካቶ|mərɨkato
መርዝ|mərɨz
መርዳቱ|mərɨdatu
መርዳት|mərɨdat
መርዶ|mərɨdo
መርጃ|mərɨd͡ʒa
መርጠዋል|mərɨtʼəwal
መርጡ|mərɨtʼu
መርጥ|mərɨtʼ
መርጦ|mərɨtʼo
መርጧል|mərɨtʼʷal
መርጬ|mərɨt͡ʃʼe
መርፌ|mərɨfe
መሮች|mərot͡ʃ
መሮጫ|mərot͡ʃʼa
መሮጫው|mərot͡ʃʼaw
መሰ|məsə
መሰለ|məsələ
መሰለኝ|məsələɲ
መሰሉ|məsəlu
መሰላቸው|məsəlat͡ʃəw
መሰል|məsəl
መሰልጠን|məsəlɨtʼən
መሰማራት|məsəmarat
መሰረተ|məsərətə
መሰረተች|məsərətət͡ʃ
መሰረቱ|məsərətu
መሰረታዊ|məsərətawi
መሰረት|məsərət
መሰረቶች|məsərətot͡ʃ
መሰረዝ|məsərəz
መሰሪ|məsəri
መሰራታቸው|məsəratat͡ʃəw
መሰርቱ|məsərɨtu
መሰርት|məsərɨt
መሰባሰባቸው|məsəbasəbat͡ʃəw
መሰባሰብ|məsəbasəb
መሰባበር|məsəbabər
መሰብሰቡ|məsəbɨsəbu
መሰብሰብ|məsəbɨsəb
መሰናክል|məsənakɨl
መሰናክሎች|məsənakɨlot͡ʃ
መሰናዶ|məsənado
መሰንበቱ|məsənɨbətu
መሰንዘሩ|məsənɨzəru
መሰንጠቅ|məsənɨtʼəkʼ
መሰከረ|məsəkərə
መሰከረች|məsəkərət͡ʃ
መሰከሩ|məsəkəru
መሰክ|məsək
መሰክሩ|məsəkɨru
መሰደዳቸው|məsədədat͡ʃəw
መሰደድ|məsədəd
መሰገን|məsəɡən
መሰግናቸው|məsəɡɨnat͡ʃəw
መሰጠቱ|məsətʼətu
መሰጠታቸው|məsətʼətat͡ʃəw
መሰጠት|məsətʼət
መሱ|məsu
መሳሪያ|məsarija
መሳሪያዎቹ|məsarijawot͡ʃu
መሳሰሉ|məsasəlu
መሳሰሉት|məsasəlut
መሳብ|məsab
መሳተፋቸው|məsatəfat͡ʃəw
መሳተፋችን|məsatəfat͡ʃɨn
መሳተፍ|məsatəf
መሳዩ|məsaju
መሳዮ|məsajo
መሳፍርት|məsafɨrɨt
መሳፍንት|məsafɨnɨt
መስለብ|məsɨləb
መስለን|məsɨlən
መስለኛል|məsɨləɲal
መስለዋል|məsɨləwal
መስለው|məsɨləw
መስሉ|məsɨlu
መስሊሞች|məsɨlimot͡ʃ
መስላለች|məsɨlalət͡ʃ
መስላችሁ|məsɨlat͡ʃɨhu
መስል|məsɨl
መስሎ|məsɨlo
መስሏቸው|məsɨlʷat͡ʃəw
መስመሩ|məsɨməru
መስመር|məsɨmər
መስማማታቸው|məsɨmamatat͡ʃəw
መስማማት|məsɨmamat
መስማታቸው|məsɨmatat͡ʃəw
መስማት|məsɨmat
መስሪያ|məsɨrija
መስራታቸው|məsɨratat͡ʃəw
መስራት|məsɨrat
መስራች|məsɨrat͡ʃ
መስራቾች|məsɨrat͡ʃot͡ʃ
መስር|məsɨr
መስርተን|məsɨrɨtən
መስርተው|məsɨrɨtəw
መስርቷል|məsɨrɨtʷal
መስቀል|məsɨkʼəl
መስተንግዶ|məsɨtənɨɡɨdo
መስተዋት|məsɨtəwat
መስተዳ|məsɨtəda
መስተዳደር|məsɨtədadər
መስተዳድሩ|məsɨtədadɨru
መስተዳድር|məsɨtədadɨr
መስተዳድሮች|məsɨtədadɨrot͡ʃ
መስኖ|məsɨno
መስእዋት|məsɨɨwat
መስከረም|məsɨkərəm
መስኩ|məsɨku
መስካሪ|məsɨkari
መስክ|məsɨk
መስክሮ|məsɨkɨro
መስክሯል|məsɨkɨrʷal
መስኮ|məsɨko
መስኮት|məsɨkot
መስኮቶቹ|məsɨkotot͡ʃu
መስኮቶች|məsɨkotot͡ʃ
መስኮች|məsɨkot͡ʃ
መስዋእ|məsɨwa
መስዋእት|məsɨwaɨt
መስዋእትነት|məsɨwaɨtɨnət
መስደብ|məsɨdəb
መስደድ|məsɨdəd
መስጂድ|məsɨd͡ʒid
መስጂዶች|məsɨd͡ʒidot͡ʃ
መስጊዱ|məsɨɡidu
መስጊድ|məsɨɡid
መስጊዶች|məsɨɡidot͡ʃ
መስጋት|məsɨɡat
መስጠቱ|məsɨtʼətu
መስጠታቸው|məsɨtʼətat͡ʃəw
መስጠታችን|məsɨtʼətat͡ʃɨn
መስጠት|məsɨtʼət
መስጠቷ|məsɨtʼətʷa
መስጫ|məsɨt͡ʃʼa
መስፈሩ|məsɨfəru
መስፈሪያ|məsɨfərija
መስፈራቸው|məsɨfərat͡ʃəw
መስፈር|məsɨfər
መስፋፋት|məsɨfafat
መስፍን|məsɨfɨn
መሸ|məʃə
መሸለማቸው|məʃələmat͡ʃəw
መሸለም|məʃələm
መሸመት|məʃəmət
መሸሸግ|məʃəʃəɡ
መሸሽ|məʃəʃ
መሸነፉ|məʃənəfu
መሸነፋቸው|məʃənəfat͡ʃəw
መሸነፍ|məʃənəf
መሸንገሉ|məʃənɨɡəlu
መሸንገል|məʃənɨɡəl
መሸኘታቸው|məʃəɲətat͡ʃəw
መሸከም|məʃəkəm
መሸጋገሪያ|məʃəɡaɡərija
መሸጡ|məʃətʼu
መሸጥ|məʃətʼ
መሸፈን|məʃəfən
መሻር|məʃar
መሻሻል|məʃaʃal
መሻሻሎች|məʃaʃalot͡ʃ
መሽ|məʃ
መሽገው|məʃɨɡəw
መሾማቸው|məʃomat͡ʃəw
መሾም|məʃom
መቀ|məkʼə
መቀለድ|məkʼələd
መቀሌ|məkʼəle
መቀሌው|məkʼəlew
መቀመጫ|məkʼəmət͡ʃʼa
መቀማ|məkʼəma
መቀማት|məkʼəmat
መቀረጹ|məkʼərət͡sʼu
መቀራረብ|məkʼərarəb
መቀስቀሱ|məkʼəsɨkʼəsu
መቀስቀስ|məkʼəsɨkʼəs
መቀበላቸው|məkʼəbəlat͡ʃəw
መቀበል|məkʼəbəl
መቀበሪያ|məkʼəbərija
መቀበያ|məkʼəbəja
መቀባት|məkʼəbat
መቀነስ|məkʼənəs
መቀየሩ|məkʼəjəru
መቀየራቸው|məkʼəjərat͡ʃəw
መቀየር|məkʼəjər
መቀዳጀታቸው|məkʼədad͡ʒətat͡ʃəw
መቀዳጀቷ|məkʼədad͡ʒətʷa
መቀጠሉ|məkʼətʼəlu
መቀጠል|məkʼətʼəl
መቀጣት|məkʼətʼat
መቁ|məkʼu
መቁረጥ|məkʼurətʼ
መቁጠር|məkʼutʼər
መቃ|məkʼa
መቃረ|məkʼarə
መቃረቡ|məkʼarəbu
መቃረብ|məkʼarəb
መቃቋሚያ|məkʼakʼʷamija
መቃብር|məkʼabɨr
መቃወሚያ|məkʼawəmija
መቃወማቸው|məkʼawəmat͡ʃəw
መቃወም|məkʼawəm
መቃጠሉ|məkʼatʼəlu
መቅረ|məkʼɨrə
መቅረቡ|məkʼɨrəbu
መቅረባቸው|məkʼɨrəbat͡ʃəw
መቅረብ|məkʼɨrəb
መቅረታቸው|məkʼɨrətat͡ʃəw
መቅረት|məkʼɨrət
መቅረጸ|məkʼɨrət͡sʼə
መቅረጹ|məkʼɨrət͡sʼu
መቅረጽ|məkʼɨrət͡sʼ
መቅረፍ|məkʼɨrəf
መቅሰም|məkʼɨsəm
መቅበር|məkʼɨbər
መቅደስ|məkʼɨdəs
መቅደድ|məkʼɨdəd
መቅጠር|məkʼɨtʼər
መቅጣት|məkʼɨtʼat
መቆሙ|məkʼomu
መቆማቸው|məkʼomat͡ʃəw
መቆም|məkʼom
መቆራረጥ|məkʼorarətʼ
መቆየቱ|məkʼojətu
መቆየታቸው|məkʼojətat͡ʃəw
መቆጣጠሩ|məkʼotʼatʼəru
መቆጣጠራቸው|məkʼotʼatʼərat͡ʃəw
መቆጣጠር|məkʼotʼatʼər
መቆፈር|məkʼofər
መቋቋሙ|məkʼʷakʼʷamu
መቋቋሚያ|məkʼʷakʼʷamija
መቋቋማቸው|məkʼʷakʼʷamat͡ʃəw
መቋቋም|məkʼʷakʼʷam
መቋጨት|məkʼʷat͡ʃʼət
መበላሸት|məbəlaʃət
መበተናቸው|məbətənat͡ʃəw
መበተን|məbətən
መበታተን|məbətatən
መበደል|məbədəl
መቡ|məbu
መባሉ|məbalu
መባረራቸው|məbarərat͡ʃəw
መባረር|məbarər
መባባሱ|məbabasu
መባባስ|məbabas
መብ|məb
መብረር|məbɨrər
መብራት|məbɨrat
መብታቸው|məbɨtat͡ʃəw
መብታችን|məbɨtat͡ʃɨn
መብት|məbɨt
መብቶች|məbɨtot͡ʃ
መብቷ|məbɨtʷa
መብዛት|məbɨzat
መተማ|mətəma
መተማመን|mətəmamən
መተርጐም|mətərɨɡʷem
መተባበር|mətəbabər
መተቸት|mətət͡ʃət
መተንተን|mətənɨtən
መተኛት|mətəɲat
መተኪያ|mətəkija
መተካቱ|mətəkatu
መተካት|mətəkat
መተኮስ|mətəkos
መተኮሻው|mətəkoʃaw
መተው|mətəw
መተዳደሪያ|mətədadərija
መተዳደር|mətədadər
መቱ|mətu
መቱት|mətut
መታ|məta
መታህ|mətah
መታመ|mətamə
መታረም|mətarəm
መታረቅ|mətarəkʼ
መታሰራ|mətasəra
መታሰራቸው|mətasərat͡ʃəw
መታሰር|mətasər
መታቀ|mətakʼə
መታት|mətat
መታቸው|mətat͡ʃəw
መታች|mətat͡ʃ
መታኝ|mətaɲ
መታወቂያ|mətawəkʼija
መታወቅ|mətawəkʼ
መታወክ|mətawək
መታው|mətaw
መታዘዛቸው|mətazəzat͡ʃəw
መታየት|mətajət
መታደስ|mətadəs
መታደግ|mətadəɡ
መታገል|mətaɡəl
መታገዝ|mətaɡəz
መታገያ|mətaɡəja
መታገዳቸው|mətaɡədat͡ʃəw
መታገድ|mətaɡəd
መትረየስ|mətɨrəjəs
መትረፋቸው|mətɨrəfat͡ʃəw
መትታ|mətɨta
መትቶ|mətɨto
መትቼ|mətɨt͡ʃe
መቶ|məto
መቶኛ|mətoɲa
መቶው|mətow
መቸገሩ|mət͡ʃəɡəru
መቺ|mət͡ʃi
መቻሉ|mət͡ʃalu
መቻላቸው|mət͡ʃalat͡ʃəw
መቻል|mət͡ʃal
መቻቸ|mət͡ʃat͡ʃə
መቻቸው|mət͡ʃat͡ʃəw
መቻቻል|mət͡ʃat͡ʃal
መቻች|mət͡ʃat͡ʃ
መቼ|mət͡ʃe
መቼም|mət͡ʃem
መች|mət͡ʃ
መነ|mənə
መነሳቱ|mənəsatu
መነሳት|mənəsat
መነሻ|mənəʃa
መነኩሴ|mənəkuse
መነኮሳት|mənəkosat
መነኮስ|mənəkos
መነደፉ|mənədəfu
መነጋገሩ|mənəɡaɡəru
መነጋገራቸው|mənəɡaɡərat͡ʃəw
መነጋገር|mənəɡaɡər
መነጣጠል|mənətʼatʼəl
መነጽር|mənət͡sʼɨr
መኑ|mənu
መናሀሪያ|mənahərija
መናል|mənal
መናር|mənar
መናቅ|mənakʼ
መናንያን|mənanɨjan
መናኸሪያ|mənaxərija
መናደዳቸው|mənadədat͡ʃəw
መናገሩ|mənaɡəru
መናገራቸው|mənaɡərat͡ʃəw
መናገር|mənaɡər
መናገሻ|mənaɡəʃa
መናፍስት|mənafɨsɨt
መንስኤ|mənɨsɨe
መንሸራተት|mənɨʃəratət
መንቀሳቀሱ|mənɨkʼəsakʼəsu
መንቀሳቀስ|mənɨkʼəsakʼəs
መንቀሳቀሻ|mənɨkʼəsakʼəʃa
መንቀፋቸው|mənɨkʼəfat͡ʃəw
መንቋሸሿ|mənɨkʼʷaʃəʃwa
መንበረ|mənɨbərə
መንበሩ|mənɨbəru
መንበር|mənɨbər
መንት|mənɨt
መንከባከብ|mənɨkəbakəb
መንኩሴ|mənɨkuse
መንካቱ|mənɨkatu
መንኳተት|mənɨkʷatət
መንዘላዘሌን|mənɨzəlazəlen
መንዛ|mənɨza
መንዛት|mənɨzat
መንደሩ|mənɨdəru
መንደራቸው|mənɨdərat͡ʃəw
መንደራችን|mənɨdərat͡ʃɨn
መንደር|mənɨdər
መንደርደሪያ|mənɨdərɨdərija
መንደሮቼን|mənɨdərot͡ʃen
መንደሮች|mənɨdərot͡ʃ
መንደፈራ|mənɨdəfəra
መንደፍ|mənɨdəf
መንገላታታቸው|mənɨɡəlatatat͡ʃəw
መንገላታት|mənɨɡəlatat
መንገር|mənɨɡər
መንገሻ|mənɨɡəʃa
መንገደኞች|mənɨɡədəɲot͡ʃ
መንገዱ|mənɨɡədu
መንገዳችን|mənɨɡədat͡ʃɨn
መንገድ|mənɨɡəd
መንገዶቹ|mənɨɡədot͡ʃu
መንገዶች|mənɨɡədot͡ʃ
መንገዷ|mənɨɡədʷa
መንጉል|mənɨɡul
መንጋ|mənɨɡa
መንግስ|mənɨɡɨs
መንግስስት|mənɨɡɨsɨsɨt
መንግስቱ|mənɨɡɨsɨtu
መንግስታ|mənɨɡɨsɨta
መንግስታቱ|mənɨɡɨsɨtatu
መንግስታት|mənɨɡɨsɨtat
መንግስታቸው|mənɨɡɨsɨtat͡ʃəw
መንግስታችን|mənɨɡɨsɨtat͡ʃɨn
መንግስታዊ|mənɨɡɨsɨtawi
መንግስቴ|mənɨɡɨsɨte
መንግስት|mənɨɡɨsɨt
መንግስቶቻቸው|mənɨɡɨsɨtot͡ʃat͡ʃəw
መንፈሳዊ|mənɨfəsawi
መንፈስ|mənɨfəs
መኖሩ|mənoru
መኖሪያ|mənorija
መኖራቸው|mənorat͡ʃəw
መኖር|mənor
መኘው|məɲəw
መኙ|məɲu
መኙት|məɲut
መኝ|məɲ
መኝታ|məɲɨta
መአህድ|məəhɨd
መኢሰማ|məisəma
መኢሶን|məison
መእመናን|məɨmənan
መከለሉ|məkələlu
መከለል|məkələl
መከላ|məkəla
መከላከል|məkəlakəl
መከላከያ|məkəlakəja
መከልከላቸው|məkəlɨkəlat͡ʃəw
መከልከሏ|məkəlɨkəlʷa
መከረ|məkərə
መከሩ|məkəru
መከራ|məkəra
መከራከሪያ|məkərakərija
መከራው|məkəraw
መከራየታቸው|məkərajətat͡ʃəw
መከሰት|məkəsət
መከባበር|məkəbabər
መከተሉ|məkətəlu
መከተል|məkətəl
መከታተል|məkətatəl
መከናወኑ|məkənawənu
መከናወናቸው|məkənawənat͡ʃəw
መከፋፈል|məkəfafəl
መኩ|məku
መኩሪያ|məkurija
መኩራ|məkura
መኪ|məki
መኪና|məkina
መኪናቸው|məkinat͡ʃəw
መኪናችን|məkinat͡ʃɨn
መኪናዋ|məkinawa
መኪናው|məkinaw
መኪናዎች|məkinawot͡ʃ
መኪኖቻ|məkinot͡ʃa
መኪኖች|məkinot͡ʃ
መካ|məka
መካሄዱ|məkahedu
መካሄዳቸው|məkahedat͡ʃəw
መካረር|məkarər
መካሰስ|məkasəs
መካነ|məkanə
መካኒሳ|məkanisa
መካከለኛ|məkakələɲa
መካከላችን|məkakəlat͡ʃɨn
መካከል|məkakəl
መካፈል|məkafəl
መክ|mək
መክለፍለፍ|məkɨləfɨləf
መክረሙ|məkɨrəmu
መክረው|məkɨrəw
መክሩ|məkɨru
መክር|məkɨr
መክሰስ|məkɨsəs
መክሸፍ|məkɨʃəf
መክተት|məkɨtət
መክቱ|məkɨtu
መክት|məkɨt
መክዳታቸው|məkɨdatat͡ʃəw
መክዳት|məkɨdat
መክፈል|məkɨfəl
መክፈት|məkɨfət
መክፈቻ|məkɨfət͡ʃa
መኮ|məko
መኮልኮል|məkolɨkol
መኮርኮ|məkorɨko
መኮነናቸው|məkonənat͡ʃəw
መኮነን|məkonən
መኮንን|məkonɨn
መኮንኖች|məkonɨnot͡ʃ
መኰ|məkʷe
መኳ|məkʷa
መኳንንት|məkʷanɨnɨt
መኳንንቶች|məkʷanɨnɨtot͡ʃ
መወለዳ|məwələda
መወሰኑ|məwəsənu
መወሰናቸው|məwəsənat͡ʃəw
መወሰን|məwəsən
መወሰዳቸው|məwəsədat͡ʃəw
መወከል|məwəkəl
መወያየታቸው|məwəjajətat͡ʃəw
መወያየት|məwəjajət
መወያያ|məwəjaja
መወደስ|məwədəs
መወደዴን|məwədəden
መወዳደር|məwədadər
መወዳጀ|məwədad͡ʒə
መወገዳቸው|məwəɡədat͡ʃəw
መወገድ|məwəɡəd
መዋ|məwa
መዋሀዳቸው|məwahədat͡ʃəw
መዋለ|məwalə
መዋሉ|məwalu
መዋላቸው|məwalat͡ʃəw
መዋል|məwal
መዋቅር|məwakʼɨr
መዋቅሮቹ|məwakʼɨrot͡ʃu
መዋቅሮች|məwakʼɨrot͡ʃ
መዋኘት|məwaɲət
መዋእለ|məwaɨlə
መዋዋ|məwawa
መዋዠቅ|məwaʒəkʼ
መዋደቅ|məwadəkʼ
መዋጋት|məwaɡat
መዋጡ|məwatʼu
መዋጥ|məwatʼ
መዋጮ|məwat͡ʃʼo
መዋጮው|məwat͡ʃʼow
መው|məw
መውሊድ|məwɨlid
መውረሩ|məwɨrəru
መውረር|məwɨrər
መውረዳ|məwɨrəda
መውረድ|məwɨrəd
መውሰዱ|məwɨsədu
መውሰዳቸው|məwɨsədat͡ʃəw
መውሰድ|məwɨsəd
መውሰዷ|məwɨsədʷa
መውቀስ|məwɨkʼəs
መውደቁ|məwɨdəkʼu
መውደቃቸው|məwɨdəkʼat͡ʃəw
መውደቅ|məwɨdəkʼ
መውደቋ|məwɨdəkʼʷa
መውደዱ|məwɨdədu
መውጋት|məwɨɡat
መውጣቱ|məwɨtʼatu
መውጣታቸው|məwɨtʼatat͡ʃəw
መውጣት|məwɨtʼat
መውጫ|məwɨt͡ʃʼa
መዘረፍ|məzərəf
መዘርጋት|məzərɨɡat
መዘንጋት|məzənɨɡat
መዘክዘክ|məzəkɨzək
መዘዋወር|məzəwawər
መዘው|məzəw
መዘዙ|məzəzu
መዘዝ|məzəz
መዘገቡ|məzəɡəbu
መዘገባቸው|məzəɡəbat͡ʃəw
መዘጋታቸው|məzəɡatat͡ʃəw
መዘጋጀታቸው|məzəɡad͡ʒətat͡ʃəw
መዘጋጀት|məzəɡad͡ʒət
መዘጋጀቷ|məzəɡad͡ʒətʷa
መዛሙር|məzamur
መዛባት|məzabat
መዛግብት|məzaɡɨbɨt
መዝ|məz
መዝለቅ|məzɨləkʼ
መዝናናት|məzɨnanat
መዝናኛ|məzɨnaɲa
መዝገቡ|məzɨɡəbu
መዝጋቱ|məzɨɡatu
መዝጋት|məzɨɡat
መዝግበዋል|məzɨɡɨbəwal
መዝግቧል|məzɨɡɨbʷal
መዞር|məzor
መዠ|məʒə
መያዙ|məjazu
መያዛቸው|məjazat͡ʃəw
መያዜ|məjaze
መያዝ|məjaz
መያዟ|məjazʷa
መያያዝ|məjajaz
መደ|mədə
መደልደል|mədəlɨdəl
መደመጣቸው|mədəmətʼat͡ʃəw
መደማመጥ|mədəmamətʼ
መደምደሚያ|mədəmɨdəmija
መደረጉ|mədərəɡu
መደረጋቸው|mədərəɡat͡ʃəw
መደረግ|mədərəɡ
መደራደር|mədəradər
መደራጀት|mədərad͡ʒət
መደሰታቸው|mədəsətat͡ʃəw
መደበ|mədəbə
መደበቅ|mədəbəkʼ
መደበኛ|mədəbəɲa
መደበኛው|mədəbəɲaw
መደቡ|mədəbu
መደባዊ|mədəbawi
መደብ|mədəb
መደብደባቸው|mədəbɨdəbat͡ʃəw
መደነቅ|mədənəkʼ
መደናገጣቸው|mədənaɡətʼat͡ʃəw
መደንገጣ|mədənɨɡətʼa
መደገ|mədəɡə
መደገፋቸው|mədəɡəfat͡ʃəw
መደገፍ|mədəɡəf
መደፈሩ|mədəfəru
መደፈሪያ|mədəfərija
መደፈር|mədəfər
መዱት|mədut
መዲና|mədina
መዲናችን|mədinat͡ʃɨn
መዲናዋ|mədinawa
መዳረጋችን|mədarəɡat͡ʃɨn
መዳሰስ|mədasəs
መዳን|mədan
መዳከሙ|mədakəmu
መድ|məd
መድሀኒ|mədɨhəni
መድሀኒት|mədɨhənit
መድሀኒቶች|mədɨhənitot͡ʃ
መድህን|mədɨhɨn
መድረ|mədɨrə
መድረሱ|mədɨrəsu
መድረሳቸው|mədɨrəsat͡ʃəw
መድረስ|mədɨrəs
መድረኩ|mədɨrəku
መድረክ|mədɨrək
መድረኮች|mədɨrəkot͡ʃ
መድቡ|mədɨbu
መድብ|mədɨb
መድን|mədɨn
መድገም|mədɨɡəm
መድፈር|mədɨfər
መድፈኛ|mədɨfəɲa
መድፎች|mədɨfot͡ʃ
መዶሻ|mədoʃa
መጀመሩ|məd͡ʒəməru
መጀመሪያ|məd͡ʒəmərija
መጀመሪያውኑ|məd͡ʒəmərijawɨnu
መጀመራቸው|məd͡ʒəmərat͡ʃəw
መጀመር|məd͡ʒəmər
መጂድ|məd͡ʒid
መገለጡ|məɡələtʼu
መገሉ|məɡəlu
መገልገያ|məɡəlɨɡəja
መገመት|məɡəmət
መገምገም|məɡəmɨɡəm
መገበያያ|məɡəbəjaja
መገቡ|məɡəbu
መገባደዱ|məɡəbadədu
መገባደድ|məɡəbadəd
መገብ|məɡəb
መገናኘታችን|məɡənaɲətat͡ʃɨn
መገናኘት|məɡənaɲət
መገናኛ|məɡənaɲa
መገንባቱ|məɡənɨbatu
መገንባት|məɡənɨbat
መገንዘብ|məɡənɨzəb
መገንጠል|məɡənɨtʼəl
መገኘቱ|məɡəɲətu
መገኘታቸው|məɡəɲətat͡ʃəw
መገኘት|məɡəɲət
መገኘቷ|məɡəɲətʷa
መገዛት|məɡəzat
መገደላቸው|məɡədəlat͡ʃəw
መገደል|məɡədəl
መገደብ|məɡədəb
መገደዳቸው|məɡədədat͡ʃəw
መገጣጠም|məɡətʼatʼəm
መጉላላት|məɡulalat
መጉዳቱ|məɡudatu
መጉዳት|məɡudat
መጋ|məɡa
መጋለጡ|məɡalətʼu
መጋለጣቸው|məɡalətʼat͡ʃəw
መጋረጃ|məɡarəd͡ʒa
መጋቢ|məɡabi
መጋቢት|məɡabit
መጋዘኖቹ|məɡazənot͡ʃu
መጋዘኖች|məɡazənot͡ʃ
መጋፈጥ|məɡafətʼ
መጋፋት|məɡafat
መግ|məɡ
መግለ|məɡɨlə
መግለጡ|məɡɨlətʼu
መግለጣቸው|məɡɨlətʼat͡ʃəw
መግለጫ|məɡɨlət͡ʃʼa
መግለጫቸው|məɡɨlət͡ʃʼat͡ʃəw
መግለጫው|məɡɨlət͡ʃʼaw
መግለጹ|məɡɨlət͡sʼu
መግለጻ|məɡɨlət͡sʼa
መግለጻቸው|məɡɨlət͡sʼat͡ʃəw
መግለጽ|məɡɨlət͡sʼ
መግለጿ|məɡɨlət͡sʼʷa
መግቡ|məɡɨbu
መግቢያ|məɡɨbija
መግባባቱ|məɡɨbabatu
መግባባታቸው|məɡɨbabatat͡ʃəw
መግባባት|məɡɨbabat
መግባቱ|məɡɨbatu
መግባታ|məɡɨbata
መግባታቸው|məɡɨbatat͡ʃəw
መግባት|məɡɨbat
መግባቷ|məɡɨbatʷa
መግታት|məɡɨtat
መግቻ|məɡɨt͡ʃa
መግንስታት|məɡɨnɨsɨtat
መግንስት|məɡɨnɨsɨt
መግዛት|məɡɨzat
መግዣ|məɡɨʒa
መግደል|məɡɨdəl
መግደያ|məɡɨdəja
መጐሳቆል|məɡʷesakʼol
መጐብኘት|məɡʷebɨɲət
መጐተት|məɡʷetət
መጐዳ|məɡʷeda
መጓዙ|məɡʷazu
መጓዛቸው|məɡʷazat͡ʃəw
መጓዝ|məɡʷaz
መጓደል|məɡʷadəl
መጓጓዛቸው|məɡʷaɡʷazat͡ʃəw
መጓጓዝ|məɡʷaɡʷaz
መጓጓዣ|məɡʷaɡʷaʒa
መጠ|mətʼə
መጠለ|mətʼələ
መጠለያ|mətʼələja
መጠለያው|mətʼələjaw
መጠመጠ|mətʼəmətʼə
መጠሪያ|mətʼərija
መጠቀሙ|mətʼəkʼəmu
መጠቀሚያ|mətʼəkʼəmija
መጠቀማቸው|mətʼəkʼəmat͡ʃəw
መጠቀም|mətʼəkʼəm
መጠቃቀስ|mətʼəkʼakʼəs
መጠቆሙ|mətʼəkʼomu
መጠቆም|mətʼəkʼom
መጠበቁ|mətʼəbəkʼu
መጠበቅ|mətʼəbəkʼ
መጠባበቂያ|mətʼəbabəkʼija
መጠነኛ|mətʼənəɲa
መጠኑ|mətʼənu
መጠና|mətʼəna
መጠናቀቁ|mətʼənakʼəkʼu
መጠናቀቃቸው|mətʼənakʼəkʼat͡ʃəw
መጠናቀቅ|mətʼənakʼəkʼ
መጠናከር|mətʼənakər
መጠን|mətʼən
መጠየቁ|mətʼəjəkʼu
መጠየቃቸው|mətʼəjəkʼat͡ʃəw
መጠየቅ|mətʼəjəkʼ
መጠየቋ|mətʼəjəkʼʷa
መጠይቅ|mətʼəjɨkʼ
መጠገን|mətʼəɡən
መጠጡ|mətʼətʼu
መጠጥ|mətʼətʼ
መጠፋፋት|mətʼəfafat
መጡ|mətʼu
መጡም|mətʼum
መጡበት|mətʼubət
መጡብን|mətʼubɨn
መጡት|mətʼut
መጣ|mətʼa
መጣሁ|mətʼahu
መጣሉ|mətʼalu
መጣላቸው|mətʼalat͡ʃəw
መጣል|mətʼal
መጣስ|mətʼas
መጣች|mətʼat͡ʃ
መጣችሁ|mətʼat͡ʃɨhu
መጣው|mətʼaw
መጥ|mətʼ
መጥለፍ|mətʼɨləf
መጥላት|mətʼɨlat
መጥራት|mətʼɨrat
መጥቀሱ|mətʼɨkʼəsu
መጥቀሳቸው|mətʼɨkʼəsat͡ʃəw
መጥቀስ|mətʼɨkʼəs
መጥተን|mətʼɨtən
መጥተው|mətʼɨtəw
መጥታ|mətʼɨta
መጥቶ|mətʼɨto
መጥቷል|mətʼɨtʷal
መጥነው|mətʼɨnəw
መጥን|mətʼɨn
መጥኩ|mətʼɨku
መጥጥ|mətʼɨtʼ
መጥፋቱ|mətʼɨfatu
መጥፋት|mətʼɨfat
