'ики'|'ikʰi'
байрлыч|pajrɮiːt͡ʃʰ
байрлҗана|pajrɮҗana
байрнаасаа|pajrnaːsaː
байрны|pajrniː
байрта|pajrtʰa
байртай|pajrtʰaj
байртаһар|pajrtʰaһar
байрын|pajriːn
байсаар|pajsaːr
байсан|pajsan
байсангүй|pajsanɡuj
байсандаа|pajsantaː
байсантай|pajsantʰaj
байснаа|pajsnaː
байснаас|pajsnaːs
байсны|pajsniː
байсныг|pajsniːɡ
байсныхаа|pajsniːxaː
байсҗ|pajsҗ
байтал|pajtʰaɮ
байтлаа|pajtʰɮaː
байтугай|pajtʰʊɡaj
байхаар|pajxaːr
байхад|pajxat
байхгүй|pajxɡuj
байхгүйгээс|pajxɡujɡɛːs
байхдаа|pajxtaː
байхыг|pajxiːɡ
байхын|pajxiːn
байцаав|pajt͡sʰaːw
байцаагч|pajt͡sʰaːɡt͡ʃʰ
байцаалтыг|pajt͡sʰaːɮtʰiːɡ
байшинг|pajʃinɡ
байшингийн|pajʃinɡiːn
байшинд|pajʃint
байя|pajJa
бал|paɮ
баларснаа|paɮarsnaː
балгав|paɮɡaw
балган|paɮɡan
балгандонойн|paɮɡantɔnɔjn
балгармаа|paɮɡarmaː
балгармаагийн|paɮɡarmaːɡiːn
балгаст|paɮɡastʰ
балгуулчхаад|paɮɡʊːɮt͡ʃʰxaːt
балданг|paɮtanɡ
балжийн|paɮt͡ʃiːn
баллистик|paɮɮistʰikʰ
баллуур|paɮɮʊːr
балмагдан|paɮmaɡtan
балрын|paɮriːn
балтгар|paɮtʰɡar
балтийн|paɮtʰiːn
балчир|paɮt͡ʃʰir
балһс|paɮһs
балһсд|paɮһst
балһсднь|paɮһstnʲ
балһсдудар|paɮһstʊtar
балһсн|paɮһsn
балһсна|paɮһsna
балһснд|paɮһsnt
балһсндан|paɮһsntan
балһснур|paɮһsnʊr
бамбаруушнуудтайгаа|pamparʊːʃnʊːttʰajɡaː
бандан|pantan
банзан|pant͡san
банкны|pankʰniː
бантан|pantʰan
банчин|pant͡ʃʰin
банш|panʃ
бар|par
бараа|paraː
барааг|paraːɡ
бараагаа|paraːɡaː
бараагүйг|paraːɡujɡ
бараад|paraːt
бараалаад|paraːɮaːt
бараалхаж|paraːɮxat͡ʃ
бараан|paraːn
барааны|paraːniː
бараартай|paraːrtʰaj
барав|paraw
барагддаг|paraɡttaɡ
барагтай|paraɡtʰaj
барайгаад|parajɡaːt
баралт|paraɮtʰ
баран|paran
барах|parax
барахгүй|paraxɡuj
бардамнах|partamnax
барж|part͡ʃ
бариад|pariat
баривчилсан|pariwt͡ʃʰiɮsan
баривчлагдсан|pariwt͡ʃʰɮaɡtsan
баригдаж|pariɡtat͡ʃ
баригддаг|pariɡttaɡ
баригдсан|pariɡtsan
баригдсаныхаа|pariɡtsaniːxaː
баригчдаас|pariɡt͡ʃʰtaːs
баригчид|pariɡt͡ʃʰit
барил|pariɮ
барилгын|pariɮɡiːn
барилдана|pariɮtana
барилдахаар|pariɮtaxaːr
баримт|parimtʰ
баримтаар|parimtʰaːr
баримтлал|parimtʰɮaɮ
баримтлах|parimtʰɮax
баримтын|parimtʰiːn
баримтынх|parimtʰiːnx
барин|parin
барина|parina
бариулаас|pariʊɮaːs
бариулах|pariʊɮax
бариулж|pariʊɮt͡ʃ
барна|parna
барруагийн|parrʊaɡiːn
барсныг|parsniːɡ
бартаатай|partʰaːtʰaj
бартал|partʰaɮ
бартл|partʰɮ
барун|parʊn
баруунтаа|parʊːntʰaː
барууншаа|parʊːnʃaː
барууны|parʊːniː
барууныхан|parʊːniːxan
бархасбадь|parxaspatʲ
бархируулж|parxirʊːɮt͡ʃ
барцад|part͡sʰat
барцдаас|part͡sʰtaːs
барцдыг|part͡sʰtiːɡ
барьдаг|parʲtaɡ
барьж|parʲt͡ʃ
барьсаар|parʲsaːr
барьсан|parʲsan
барьц|parʲt͡sʰ
барьцаалдаг|parʲt͡sʰaːɮtaɡ
барьцаанд|parʲt͡sʰaːnt
барьчихсан|parʲt͡ʃʰixsan
бас|pas
басхүү|pasxuː
басң|pasң
бат|patʰ
батаа|patʰaː
баталгаа|patʰaɮɡaː
баталгаажиж|patʰaɮɡaːt͡ʃit͡ʃ
баталгаажсан|patʰaɮɡaːt͡ʃsan
баталгаажуулаад|patʰaɮɡaːt͡ʃʊːɮaːt
баталгаажуулж|patʰaɮɡaːt͡ʃʊːɮt͡ʃ
баталгаатай|patʰaɮɡaːtʰaj
баталж|patʰaɮt͡ʃ
баталлаа|patʰaɮɮaː
батална|patʰaɮna
баталсан|patʰaɮsan
батболд|patʰpɔɮt
батлав|patʰɮaw
батлгдсн|patʰɮɡtsn
батлнав|patʰɮnaw
батлсиг|patʰɮsiɡ
батлсинь|patʰɮsinʲ
батлсн|patʰɮsn
батлсна|patʰɮsna
батлулх|patʰɮʊɮx
батлҗ|patʰɮҗ
батрад|patʰrat
батрулв|patʰrʊɮw
баттай|patʰtʰaj
батхаан|patʰxaːn
бах|pax
бахархан|paxarxan
бахархах|paxarxax
бахархсан|paxarxsan
бахаш|paxaʃ
бахдал|paxtaɮ
бахдам|paxtam
бахрейн|paxrJijn
бахтай|paxtʰaj
бачим|pat͡ʃʰim
бачимдав|pat͡ʃʰimtaw
бачимдаж|pat͡ʃʰimtat͡ʃ
бачинскитэй|pat͡ʃʰinskʰitʰɛj
бачм|pat͡ʃʰm
бачуураад|pat͡ʃʰʊːraːt
башрдсн|paʃrtsn
баяжих|pajt͡ʃix
баяжсан|pajt͡ʃsan
баялгийн|pajɮɡiːn
баяраар|pajraːr
баярла|pajrɮa
баярлаад|pajrɮaːt
баярлав|pajrɮaw
баярлаж|pajrɮat͡ʃ
баярлажээ|pajrɮat͡ʃɛː
баярлан|pajrɮan
баярласан|pajrɮasan
баярласандаа|pajrɮasantaː
баярласнаа|pajrɮasnaː
баярсайханы|pajrsajxaniː
баярыг|pajriːɡ
баярын|pajriːn
баясаж|pajsat͡ʃ
баясгалангийн|pajsɡaɮanɡiːn
баясгахад|pajsɡaxat
баячуудын|pajt͡ʃʰʊːtiːn
баһ|paһ
баһар|paһar
баһрсинь|paһrsinʲ
бейсболын|pJijspɔɮiːn
белг|pJiɮɡ
белглҗ|pJiɮɡɮҗ
белднә|pJiɮtnә
белдсмн|pJiɮtsmn
белдсн|pJiɮtsn
белдтн|pJiɮttʰn
белдх|pJiɮtx
белдцхәв|pJiɮtt͡sʰxәw
белдҗ|pJiɮtҗ
белдәд|pJiɮtәt
белкүстән|pJiɮkʰustʰәn
белн|pJiɮn
бемб|pJimp
бенжамин|pJint͡ʃamin
бензин|pJint͡sin
бензиний|pJint͡siniː
бенямин|pJinJamin
беняминиг|pJinJaminiɡ
берк|pJirkʰ
бертәһән|pJirtʰәһәn
берәчүдтәһән|pJirәt͡ʃʰuttʰәһәn
берәчүдән|pJirәt͡ʃʰutәn
бетлехем|pJitʰɮJixJim
бетлехемд|pJitʰɮJixJimt
бетлехемүр|pJitʰɮJixJimur
би|pi
библин|pipɮin
библьд|pipɮʲt
бив|piw
бигштхә|piɡʃtʰxә
бигшх|piɡʃx
бид|pit
бидн|pitn
бидний|pitniː
биднийг|pitniːɡ
биднийх|pitniːx
биднээс|pitnɛːs
бидэн|pitɛn
бидэнд|pitɛnt
биед|piJit
биедээ|piJitɛː
биеийн|piJiiːn
биеллээ|piJiɮɮɛː
биелээсэй|piJiɮɛːsɛj
биелүүлсэн|piJiɮuːɮsɛn
биелүүлэлгүй|piJiɮuːɮɛɮɡuj
биелүүлэх|piJiɮuːɮɛx
биелүүлэхийн|piJiɮuːɮɛxiːn
биенээ|piJinɛː
биесийг|piJisiːɡ
биетэй|piJitʰɛj
биеэ|piJiɛ
биеэр|piJiɛr
биеэрээ|piJiɛrɛː
биеэс|piJiɛs
биеэсээ|piJiɛsɛː
биз|pit͡s
бизнес|pit͡snJis
бизнесийн|pit͡snJisiːn
бизнесээ|pit͡snJisɛː
биилв|piiɮw
биилсн|piiɮsn
бий|piː
бийг|piːɡ
бийд|piːt
бийднь|piːtnʲ
бийдән|piːtәn
бийиннь|piːinnʲ
бийинь|piːinʲ
бийләһән|piːɮәһәn
бийнь|piːnʲ
бийситн|piːsitʰn
бийән|piːәn
бийәсн|piːәsn
билгийг|piɮɡiːɡ
билет|piɮJitʰ
билетээс|piɮJitʰɛːs
билцг|piɮt͡sʰɡ
билцгән|piɮt͡sʰɡәn
билчээр|piɮt͡ʃʰɛːr
билээ|piɮɛː
билүү|piɮuː
билә|piɮә
биләв|piɮәw
биләвидн|piɮәwitn
биләт|piɮәtʰ
биләч|piɮәt͡ʃʰ
биржийн|pirt͡ʃiːn
битгий|pitʰɡiː
битүү|pitʰuː
бичв|pit͡ʃʰw
бичвэр|pit͡ʃʰwɛr
бичвэрийг|pit͡ʃʰwɛriːɡ
бичг|pit͡ʃʰɡ
бичгийг|pit͡ʃʰɡiːɡ
бичгийн|pit͡ʃʰɡiːn
бичгт|pit͡ʃʰɡtʰ
бичгтә|pit͡ʃʰɡtʰә
бичгээр|pit͡ʃʰɡɛːr
бичгүд|pit͡ʃʰɡut
бичгүдиг|pit͡ʃʰɡutiɡ
бичгүүдэд|pit͡ʃʰɡuːtɛt
бичдэг|pit͡ʃʰtɛɡ
бичиг|pit͡ʃʰiɡ
бичигдсэн|pit͡ʃʰiɡtsɛn
бичигдэж|pit͡ʃʰiɡtɛt͡ʃ
бичигтэйгээ|pit͡ʃʰiɡtʰɛjɡɛː
бичиж|pit͡ʃʰit͡ʃ
бичимз|pit͡ʃʰimt͡s
бичих|pit͡ʃʰix
бичихийг|pit͡ʃʰixiːɡ
бичихийн|pit͡ʃʰixiːn
бичихэд|pit͡ʃʰixɛt
бичкн|pit͡ʃʰkʰn
бичкндк|pit͡ʃʰkʰntkʰ
бичнэ|pit͡ʃʰnɛ
бичсн|pit͡ʃʰsn
бичсэн|pit͡ʃʰsɛn
бичсэнийг|pit͡ʃʰsɛniːɡ
бичсэнээ|pit͡ʃʰsɛnɛː
бичсәр|pit͡ʃʰsәr
бичээгүй|pit͡ʃʰɛːɡuj
бичээд|pit͡ʃʰɛːt
бичээрэй|pit͡ʃʰɛːrɛj
бичээтэй|pit͡ʃʰɛːtʰɛj
бичҗ|pit͡ʃʰҗ
бичүлсмн|pit͡ʃʰuɮsmn
бичүлх|pit͡ʃʰuɮx
бичүүлж|pit͡ʃʰuːɮt͡ʃ
бичүүлнэ|pit͡ʃʰuːɮnɛ
бичә|pit͡ʃʰә
бичәтә|pit͡ʃʰәtʰә
бичәчнр|pit͡ʃʰәt͡ʃʰnr
биш|piʃ
бишв|piʃw
бишгүй|piʃɡuj
бишиднэ|piʃitnɛ
биший|piʃiː
бишийг|piʃiːɡ
бишич|piʃit͡ʃʰ
бишнкнь|piʃnkʰnʲ
бишрэл|piʃrɛɮ
бишрэлгүй|piʃrɛɮɡuj
богд|pɔɡt
богдоосоо|pɔɡtɔːsɔː
богдын|pɔɡtiːn
богинохон|pɔɡinɔxɔn
бод|pɔt
бодвол|pɔtwɔɮ
бодгалиудын|pɔtɡaɮiʊtiːn
боддог|pɔttɔɡ
боддоггүй|pɔttɔɡɡuj
боджээ|pɔtt͡ʃɛː
боджүн|pɔtt͡ʃun
бодисын|pɔtisiːn
бодит|pɔtitʰ
бодитоор|pɔtitʰɔːr
бодлого|pɔtɮɔɡɔ
бодлогоширсон|pɔtɮɔɡɔʃirsɔn
бодлогыг|pɔtɮɔɡiːɡ
бодлогын|pɔtɮɔɡiːn
бодлоо|pɔtɮɔː
бодлоор|pɔtɮɔːr
бодлыг|pɔtɮiːɡ
бодлын|pɔtɮiːn
бодно|pɔtnɔ
бодов|pɔtɔw
бодогддог|pɔtɔɡttɔɡ
бодогдоно|pɔtɔɡtɔnɔ
бодогдохооргүй|pɔtɔɡtɔxɔːrɡuj
бодогдсонгүй|pɔtɔɡtsɔnɡuj
бодож|pɔtɔt͡ʃ
бодол|pɔtɔɮ
бодолд|pɔtɔɮt
бодолдоо|pɔtɔɮtɔː
бодолтой|pɔtɔɮtʰɔj
бодон|pɔtɔn
бодоогүй|pɔtɔːɡuj
бодоод|pɔtɔːt
бодоорой|pɔtɔːrɔj
бодос|pɔtɔs
бодох|pɔtɔx
бодохгүй|pɔtɔxɡuj
бодоход|pɔtɔxɔt
бодохыг|pɔtɔxiːɡ
бодоцгооё|pɔtɔt͡sʰɡɔːJɔ
бодсон|pɔtsɔn
бодсонгүй|pɔtsɔnɡuj
бодсоноо|pɔtsɔnɔː
бодсоноор|pɔtsɔnɔːr
бодсоны|pɔtsɔniː
бодсоор|pɔtsɔːr
бодуулж|pɔtʊːɮt͡ʃ
бодход|pɔtxɔt
бодчих|pɔtt͡ʃʰix
бодчихсон|pɔtt͡ʃʰixsɔn
бойл|pɔjɮ
болад|pɔɮat
болбол|pɔɮpɔɮ
болв|pɔɮw
болвза|pɔɮwt͡sa
болвсрад|pɔɮwsrat
болвчн|pɔɮwt͡ʃʰn
болг|pɔɮɡ
болгодог|pɔɮɡɔtɔɡ
болгож|pɔɮɡɔt͡ʃ
болгожээ|pɔɮɡɔt͡ʃɛː
болголоо|pɔɮɡɔɮɔː
болгон|pɔɮɡɔn
болгонд|pɔɮɡɔnt
болгоно|pɔɮɡɔnɔ
болгоныг|pɔɮɡɔniːɡ
болгоод|pɔɮɡɔːt
болгоомжилж|pɔɮɡɔːmt͡ʃiɮt͡ʃ
болгоомжтой|pɔɮɡɔːmt͡ʃtʰɔj
болгосон|pɔɮɡɔsɔn
болгох|pɔɮɡɔx
болгочихгүй|pɔɮɡɔt͡ʃʰixɡuj
болдг|pɔɮtɡ
болдгар|pɔɮtɡar
болдгинь|pɔɮtɡinʲ
болдог|pɔɮtɔɡ
болдоггүй|pɔɮtɔɡɡuj
болдоггүйг|pɔɮtɔɡɡujɡ
болдын|pɔɮtiːn
болж|pɔɮt͡ʃ
болжээ|pɔɮt͡ʃɛː
болзоонд|pɔɮt͡sɔːnt
болзоондоо|pɔɮt͡sɔːntɔː
болзоотын|pɔɮt͡sɔːtʰiːn
болзоход|pɔɮt͡sɔxɔt
болзошгүй|pɔɮt͡sɔʃɡuj
болив|pɔɮiw
болино|pɔɮinɔ
болиод|pɔɮiɔt
болиоч|pɔɮiɔt͡ʃʰ
болиулж|pɔɮiʊɮt͡ʃ
боллоо|pɔɮɮɔː
болмоор|pɔɮmɔːr
болн|pɔɮn
болна|pɔɮna
болно|pɔɮnɔ
болов|pɔɮɔw
боловсон|pɔɮɔwsɔn
боловсрол|pɔɮɔwsrɔɮ
боловсролоор|pɔɮɔwsrɔɮɔːr
боловсролыг|pɔɮɔwsrɔɮiːɡ
боловсронгуй|pɔɮɔwsrɔnɡʊi
боловсруулагчид|pɔɮɔwsrʊːɮaɡt͡ʃʰit
боловсруулагчийн|pɔɮɔwsrʊːɮaɡt͡ʃʰiːn
боловсруулжээ|pɔɮɔwsrʊːɮt͡ʃɛː
боловсруулсан|pɔɮɔwsrʊːɮsan
боловч|pɔɮɔwt͡ʃʰ
болог|pɔɮɔɡ
болой|pɔɮɔj
бололтой|pɔɮɔɮtʰɔj
бололцоо|pɔɮɔɮt͡sʰɔː
бололцоогүй|pɔɮɔɮt͡sʰɔːɡuj
бололцооны|pɔɮɔɮt͡sʰɔːniː
боломжгүй|pɔɮɔmt͡ʃɡuj
боломжийг|pɔɮɔmt͡ʃiːɡ
боломжийн|pɔɮɔmt͡ʃiːn
боломжоо|pɔɮɔmt͡ʃɔː
боломжоор|pɔɮɔmt͡ʃɔːr
боломжтой|pɔɮɔmt͡ʃtʰɔj
болоогүй|pɔɮɔːɡuj
болоод|pɔɮɔːt
болооч|pɔɮɔːt͡ʃʰ
болор|pɔɮɔr
болохгүй|pɔɮɔxɡuj
болоход|pɔɮɔxɔt
болохоо|pɔɮɔxɔː
болохоороо|pɔɮɔxɔːrɔː
болохоос|pɔɮɔxɔːs
болохоосоо|pɔɮɔxɔːsɔː
болохыг|pɔɮɔxiːɡ
болохын|pɔɮɔxiːn
болсиг|pɔɮsiɡ
болсмн|pɔɮsmn
болсн|pɔɮsn
болснд|pɔɮsnt
болсноо|pɔɮsnɔː
болсноор|pɔɮsnɔːr
болсноос|pɔɮsnɔːs
болсноосоо|pɔɮsnɔːsɔː
болсны|pɔɮsniː
болсныг|pɔɮsniːɡ
болснь|pɔɮsnʲ
болсон|pɔɮsɔn
болсонд|pɔɮsɔnt
болсоор|pɔɮsɔːr
болтлоо|pɔɮtʰɮɔː
болтн|pɔɮtʰn
болтол|pɔɮtʰɔɮ
болтугай|pɔɮtʰʊɡaj
болтха|pɔɮtʰxa
болувзат|pɔɮʊwt͡satʰ
болувзач|pɔɮʊwt͡sat͡ʃʰ
болх|pɔɮx
болха|pɔɮxa
болхар|pɔɮxar
болхв|pɔɮxw
болхла|pɔɮxɮa
болхлаг|pɔɮxɮaɡ
болхт|pɔɮxtʰ
болхч|pɔɮxt͡ʃʰ
болцхатн|pɔɮt͡sʰxatʰn
болчихвол|pɔɮt͡ʃʰixwɔɮ
болчихлоо|pɔɮt͡ʃʰixɮɔː
болчихсон|pɔɮt͡ʃʰixsɔn
болчхож|pɔɮt͡ʃʰxɔt͡ʃ
болъё|pɔɮъJɔ
боль|pɔɮʲ
больж|pɔɮʲt͡ʃ
больжээ|pɔɮʲt͡ʃɛː
больсны|pɔɮʲsniː
больсон|pɔɮʲsɔn
болҗ|pɔɮҗ
болҗана|pɔɮҗana
болҗанат|pɔɮҗanatʰ
болҗах|pɔɮҗax
болҗахинь|pɔɮҗaxinʲ
болҗахмб|pɔɮҗaxmp
болҗахмч|pɔɮҗaxmt͡ʃʰ
болһатн|pɔɮһatʰn
болһн|pɔɮһn
болһна|pɔɮһna
болһнас|pɔɮһnas
болһнд|pɔɮһnt
болһнднь|pɔɮһntnʲ
болһсн|pɔɮһsn
болһҗ|pɔɮһҗ
боодһа|pɔːtһa
боодһаг|pɔːtһaɡ
боодһас|pɔːtһas
боольхойгоо|pɔːɮʲxɔjɡɔː
боорцг|pɔːrt͡sʰɡ
боосн|pɔːsn
бооца|pɔːt͡sʰa
бооцана|pɔːt͡sʰana
бооцанд|pɔːt͡sʰant
бооҗанавидн|pɔːҗanawitn
бооһад|pɔːһat
бор|pɔr
боргоох|pɔrɡɔːx
борисын|pɔrisiːn
боркенкою|pɔrkʰJinkʰɔJu
борлоод|pɔrɮɔːt
борлуулагч|pɔrɮʊːɮaɡt͡ʃʰ
борлуулалтгүй|pɔrɮʊːɮaɮtʰɡuj
борлуулалтын|pɔrɮʊːɮaɮtʰiːn
борлуулах|pɔrɮʊːɮax
борлуулдаг|pɔrɮʊːɮtaɡ
боровтор|pɔrɔwtʰɔr
бороо|pɔrɔː
бороогийн|pɔrɔːɡiːn
борооны|pɔrɔːniː
бороотой|pɔrɔːtʰɔj
бос|pɔs
босад|pɔsat
босгоод|pɔsɡɔːt
босгох|pɔsɡɔx
босгоход|pɔsɡɔxɔt
босжээ|pɔst͡ʃɛː
босов|pɔsɔw
босогчдыг|pɔsɔɡt͡ʃʰtiːɡ
босож|pɔsɔt͡ʃ
босон|pɔsɔn
босоод|pɔsɔːt
босохоор|pɔsɔxɔːr
боссон|pɔssɔn
бостн|pɔstʰn
бостоныг|pɔstʰɔniːɡ
босҗ|pɔsҗ
ботала|pɔtʰaɮa
бохир|pɔxir
бохирдсон|pɔxirtsɔn
бохирдуулах|pɔxirtʊːɮax
бошгоч|pɔʃɡɔt͡ʃʰ
бошигт|pɔʃiɡtʰ
бригад|priɡat
бригадын|priɡatiːn
британийн|pritʰaniːn
броколлитой|prɔkʰɔɮɮitʰɔj
брониягийн|prɔniJaɡiːn
брританийн|prritʰaniːn
бруерыг|prʊJiriːɡ
бруней|prʊnJij
брэнд|prɛnt
бу|pʊ
буг|pʊɡ
будааг|pʊtaːɡ
будаад|pʊtaːt
будаг|pʊtaɡ
будв|pʊtw
буддын|pʊttiːn
будилж|pʊtiɮt͡ʃ
будсан|pʊtsan
будын|pʊtiːn
бужигнаан|pʊt͡ʃiɡnaːn
бужигнасан|pʊt͡ʃiɡnasan
бужигнуулан|pʊt͡ʃiɡnʊːɮan
бузар|pʊt͡sar
бузр|pʊt͡sr
бузрдашгоһар|pʊt͡srtaʃɡɔһar
бузрдулҗ|pʊt͡srtʊɮҗ
буй|pʊi
буйг|pʊiɡ
буйгаа|pʊiɡaː
буйн|pʊin
буйнч|pʊint͡ʃʰ
бул|pʊɮ
булааж|pʊɮaːt͡ʃ
булаацалддаг|pʊɮaːt͡sʰaɮttaɡ
буланг|pʊɮanɡ
булангуудыг|pʊɮanɡʊːtiːɡ
булаҗ|pʊɮaҗ
булаһад|pʊɮaһat
булгалаад|pʊɮɡaɮaːt
булган|pʊɮɡan
булгуд|pʊɮɡʊt
булиа|pʊɮia
булсан|pʊɮsan
бултаж|pʊɮtʰat͡ʃ
бултулв|pʊɮtʰʊɮw
бултҗ|pʊɮtʰҗ
булшийг|pʊɮʃiːɡ
булшинд|pʊɮʃint
булшнаас|pʊɮʃnaːs
бур|pʊr
буратино|pʊratʰinɔ
бургасанд|pʊrɡasant
бургаснаас|pʊrɡasnaːs
буру|pʊrʊ
бурута|pʊrʊtʰa
буруу|pʊrʊː
буруудах|pʊrʊːtax
буруудсан|pʊrʊːtsan
буруутгаад|pʊrʊːtʰɡaːt
буруутгаж|pʊrʊːtʰɡat͡ʃ
буруутгасан|pʊrʊːtʰɡasan
бурушаҗасн|pʊrʊʃaҗasn
буруһан|pʊrʊһan
буруһинь|pʊrʊһinʲ
бурхад|pʊrxat
бурханд|pʊrxant
бурханы|pʊrxaniː
бурхд|pʊrxt
бурхдын|pʊrxtiːn
бурхиг|pʊrxiɡ
бурхн|pʊrxn
бурхна|pʊrxna
бурхнас|pʊrxnas
бурхнв|pʊrxnw
бурхнд|pʊrxnt
бурхндан|pʊrxntan
бурхнт|pʊrxntʰ
бурхнчн|pʊrxnt͡ʃʰn
бурхны|pʊrxniː
бурхныг|pʊrxniːɡ
буршмган|pʊrʃmɡan
буршмгднь|pʊrʃmɡtnʲ
буршмгинь|pʊrʃmɡinʲ
бус|pʊs
бусад|pʊsat
бусдаас|pʊstaːs
бусдадаа|pʊstataː
бусдыг|pʊstiːɡ
бусдыгаа|pʊstiːɡaː
бусдын|pʊstiːn
бусыг|pʊsiːɡ
бут|pʊtʰ
бутарсан|pʊtʰarsan
бутас|pʊtʰas
бутлаад|pʊtʰɮaːt
бутран|pʊtʰran
буувал|pʊːwaɮ
буугаад|pʊːɡaːt
буудаад|pʊːtaːt
буудай|pʊːtaj
буудалд|pʊːtaɮt
буудах|pʊːtax
буудлын|pʊːtɮiːn
буудсан|pʊːtsan
буудя|pʊːtJa
буудяг|pʊːtJaɡ
буудян|pʊːtJan
бууж|pʊːt͡ʃ
буулгав|pʊːɮɡaw
буулгахын|pʊːɮɡaxiːn
буультха|pʊːɮʲtʰxa
буульҗ|pʊːɮʲҗ
буулһх|pʊːɮһx
буумаар|pʊːmaːr
бууны|pʊːniː
буурал|pʊːraɮ
буурахгүй|pʊːraxɡuj
буурлууд|pʊːrɮʊːt
бууруулах|pʊːrʊːɮax
бууруулахгүй|pʊːrʊːɮaxɡuj
бууршго|pʊːrʃɡɔ
буусан|pʊːsan
буусангүй|pʊːsanɡuj
буусаны|pʊːsaniː
буусныг|pʊːsniːɡ
буух|pʊːx
бууцаа|pʊːt͡sʰaː
бууя|pʊːJa
бууҗ|pʊːҗ
бууһад|pʊːһat
бухимдан|pʊximtan
бухимдсан|pʊximtsan
бухимдчихсан|pʊximtt͡ʃʰixsan
буцаагаад|pʊt͡sʰaːɡaːt
буцаад|pʊt͡sʰaːt
буцааж|pʊt͡sʰaːt͡ʃ
буцаж|pʊt͡sʰat͡ʃ
буцалгаж|pʊt͡sʰaɮɡat͡ʃ
буцалж|pʊt͡sʰaɮt͡ʃ
буцахад|pʊt͡sʰaxat
буцлан|pʊt͡sʰɮan
буцлт|pʊt͡sʰɮtʰ
буцна|pʊt͡sʰna
буцхад|pʊt͡sʰxat
буш|pʊʃ
бушуухан|pʊʃʊːxan
буюу|pʊJuʊ
буянаар|pʊjnaːr
буянтай|pʊjntʰaj
буяныг|pʊjniːɡ
буһш|pʊһʃ
бэ|pɛ
бэ»|pɛ»
бэл|pɛɮ
бэлгийн|pɛɮɡiːn
бэлгэдлийн|pɛɮɡɛtɮiːn
бэлгэдэл|pɛɮɡɛtɛɮ
бэлгэдэн|pɛɮɡɛtɛn
бэлгэнд|pɛɮɡɛnt
бэлгэт|pɛɮɡɛtʰ
бэлдлээ|pɛɮtɮɛː
бэлдэж|pɛɮtɛt͡ʃ
бэлдэхэд|pɛɮtɛxɛt
бэлдээгүй|pɛɮtɛːɡuj
бэлдээд|pɛɮtɛːt
бэлтгэ|pɛɮtʰɡɛ
бэлтгэдэг|pɛɮtʰɡɛtɛɡ
бэлтгэж|pɛɮtʰɡɛt͡ʃ
бэлтгэлтэй|pɛɮtʰɡɛɮtʰɛj
бэлтгэлээ|pɛɮtʰɡɛɮɛː
бэлтгэсэн|pɛɮtʰɡɛsɛn
бэлтгээгүй|pɛɮtʰɡɛːɡuj
бэлхүүсээр|pɛɮxuːsɛːr
бэлчинэ|pɛɮt͡ʃʰinɛ
бэлчээр|pɛɮt͡ʃʰɛːr
бэлэглэх|pɛɮɛɡɮɛx
бэлэглээрэй|pɛɮɛɡɮɛːrɛj
бэлэгшээж|pɛɮɛɡʃɛːt͡ʃ
